Product code	Product label	Turkey's imports from Korea, Republic of-Value in 2001	Turkey's imports from Korea, Republic of-Value in 2002	Turkey's imports from Korea, Republic of-Value in 2003	Turkey's imports from Korea, Republic of-Value in 2004	Turkey's imports from Korea, Republic of-Value in 2005	Turkey's imports from Korea, Republic of-Value in 2006	Turkey's imports from Korea, Republic of-Value in 2007	Turkey's imports from Korea, Republic of-Value in 2008	Turkey's imports from Korea, Republic of-Value in 2009	Turkey's imports from Korea, Republic of-Value in 2010	Turkey's imports from Korea, Republic of-Value in 2011	Turkey's imports from Korea, Republic of-Value in 2012	Turkey's imports from Korea, Republic of-Value in 2013	Turkey's imports from Korea, Republic of-Value in 2014	Turkey's imports from Korea, Republic of-Value in 2015	Turkey's imports from Korea, Republic of-Value in 2016	Turkey's imports from Korea, Republic of-Value in 2017	Korea, Republic of's exports to world- 	Korea, Republic of's exports to world-Value in 2001	Korea, Republic of's exports to world-Value in 2002	Korea, Republic of's exports to world-Value in 2003	Korea, Republic of's exports to world-Value in 2004	Korea, Republic of's exports to world-Value in 2005	Korea, Republic of's exports to world-Value in 2006	Korea, Republic of's exports to world-Value in 2007	Korea, Republic of's exports to world-Value in 2008	Korea, Republic of's exports to world-Value in 2009	Korea, Republic of's exports to world-Value in 2010	Korea, Republic of's exports to world-Value in 2011	Korea, Republic of's exports to world-Value in 2012	Korea, Republic of's exports to world-Value in 2013	Korea, Republic of's exports to world-Value in 2014	Korea, Republic of's exports to world-Value in 2015	Korea, Republic of's exports to world-Value in 2016	Korea, Republic of's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
9207	"Musical instruments, the sound of which is produced, or must be amplified, electrically, e.g. ..."	115	145	167	281	490	417	338	379	117	356	468	291	361	288	356	342	190		83212	79974	77981	86385	90678	80639	65623	61873	42382	49684	51160	57321	50110	51090	50748	41362	50646		2180	3563	4445	6599	8702	8216	10629	12482	10679	15590	16759	17443	14822	13515	13461	13391	14207	
8474	"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading ..."	37	29	52	21	11	58	0	325	46	126	44	0	2144	4168	16	262	192		48326	56914	53876	52271	54593	66622	110012	162491	107831	120182	193593	149495	190775	280040	196880	146011	198054		38554	70805	82216	120975	144993	263898	380693	313534	218071	237585	342302	316639	359951	284782	228828	332485	251545	
2101	"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of ..."	74	2230	2411	69	29	0	0	7133	4440	583	3999	5981	0	0	0	193	193		24370	32923	33198	39503	58685	70493	93596	117205	132621	137443	208437	209260	221177	222460	203289	189456	189896		23802	25888	31406	42199	52338	66435	69428	88247	64886	69825	99473	87355	96353	102872	113232	120811	140731	
2825	"Hydrazine and hydroxylamine and their inorganic salts; inorganic bases, metal oxides, hydroxides ..."	0	33	7	10	11	159	465	403	31	14	26	28	63	409	917	775	194		12369	12350	13837	20221	26317	33043	34765	42154	39033	47303	57633	60998	55227	66176	64849	58117	81587		4410	4121	5701	10952	12985	18266	20881	33566	15101	27418	28911	35832	33351	35013	36138	34989	33364	
8437	"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables; machinery ..."	0	0	0	0	0	170	276	782	268	960	1364	1322	845	0	14	21	195		9487	7990	13067	27669	28797	22874	29367	44074	47248	46798	40944	35437	32145	27310	22021	22116	22232		4607	8330	10537	12367	17611	23549	15881	23235	19240	23356	37215	33617	33119	28140	24883	25994	35000	
5509	"Yarn of synthetic staple fibres (excluding sewing thread and yarn put up for retail sale)"	594	515	624	488	100	217	26	12	8	0	2	0	163	214	0	142	197		48415	44185	35591	28182	24490	21811	20782	24469	26229	39143	56981	57442	48117	56701	42171	32515	31797		115372	172121	231445	250860	218076	253211	357334	325770	281838	373223	487759	450331	453525	448830	390002	400793	461046	
5806	"Narrow woven fabrics of textile materials, with a width of <= 30 cm (excluding labels, badges ..."	31	39	26	71	144	97	136	236	76	46	444	161	883	798	648	500	198		100338	59795	58803	56025	53482	57562	58082	61648	52967	66914	75771	74717	76804	74069	71290	78921	82132		14685	23519	28294	34529	34391	36349	41483	41745	34353	47611	51735	49275	56735	56606	52985	57327	63428	
3503	"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ..."	157	0	63	0	0	0	0	0	0	11	115	291	184	48	408	276	198		10940	9766	12601	11968	10803	14583	14664	19158	23076	21256	22589	29507	30389	23784	37471	28386	30752		4520	6053	7607	9372	10059	11991	15949	19442	28832	22956	24064	32993	30116	29379	22896	19165	13050	
2844	"Radioactive chemical elements and radioactive isotopes, incl. their fissile or fertile chemical ..."	0	14	2	6	42	62	116	92	75	139	189	101	250	156	124	158	201		2193	1000	1770	3400	1583	1862	4380	3046	3900	6731	13628	7769	6756	14319	8015	8787	8289		4476	4347	4628	6380	8016	6792	7275	11397	13170	15483	18940	18624	19920	20122	19063	22543	21194	
2309	"Preparations of a kind used in animal feeding"	0	0	0	10	3	0	5	0	0	0	66	0	35	0	133	102	204		23044	24123	21747	27160	28372	31012	29200	42525	54841	63699	71149	70331	76028	92398	91397	105403	110741		23935	31817	38716	54561	61082	72707	87563	113479	90056	91206	118475	121297	131224	132021	135029	136430	146186	
9603	"Brooms, brushes, incl. brushes constituting parts of machines, appliances or vehicles, hand-operated ..."	242	230	217	348	419	414	453	445	157	382	397	509	539	1447	625	297	204		80867	75131	67822	72389	60724	59378	54425	56720	44857	53833	86627	67467	70762	81544	93934	106640	92462		8020	10134	13542	18118	27102	26958	36884	40328	35658	50306	54530	60387	69602	75220	79825	78363	79554	
6914	"Ceramic articles, n.e.s."	0	0	7	1	0	62	148	222	123	94	23	271	150	705	374	146	211		7088	9315	12051	17880	18003	23202	27107	28996	22852	26472	28247	19916	20306	23645	25353	24062	25170		1172	1256	1599	1837	1884	2297	2665	2670	1776	3938	2889	2375	3824	4940	4438	7625	3950	
3602	"Prepared explosives (excluding propellent powders)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218		284	470	1181	1219	1200	1723	786	916	1209	3503	721	939	183	263	419	709	599		1836	849	485	1023	3697	1097	1996	2319	1774	4036	4012	2274	4561	1632	4002	2246	1453	
3707	"Chemical preparations for photographic uses (excluding varnishes, glues, adhesives and similar ..."	118	383	585	1555	1154	434	340	333	624	563	806	592	380	257	319	214	218		26595	38568	48985	51367	62436	81810	103768	114127	120494	157453	210841	237014	221557	312491	392729	476594	569997		29927	27317	35290	46065	47732	50252	51160	47512	42109	42754	50533	44559	48030	49150	40911	39188	38184	
9003	"Frames and mountings for spectacles, goggles or the like, and parts thereof, n.e.s."	248	105	888	2153	1167	514	426	184	106	151	129	125	24	1	56	99	219		161047	140828	122467	109085	101107	97996	95425	98234	95056	112290	120117	139825	135719	138426	128726	124390	130748		10580	11040	17793	27686	36102	44274	49736	42609	31206	40146	47133	47065	49717	55939	49561	47740	47606	
7411	"Copper tubes and pipes"	14	411	907	2936	3063	4626	3510	1886	2929	3573	669	89	99	191	125	80	220		81451	74405	85398	155189	179030	307171	330358	408150	299826	376132	509400	473657	490772	465852	395448	308526	352654		13663	18204	25716	49938	53300	109338	148973	151653	76629	127538	172700	149029	156512	143851	145433	124421	152013	
8113	"Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	3	61	0	0	0	1	22	222		364	214	212	732	1440	1486	9712	22866	16182	27174	35617	35854	36574	35227	29955	33823	28311		250	280	442	889	1136	1443	1299	3480	1841	2924	4989	4973	5614	7200	11019	10183	12391	
5602	"Felt, whether or not impregnated, coated, covered or laminated, n.e.s."	20	46	27	29	25	363	567	26	85	118	274	75	4	239	97	3	225		10797	11161	13036	14814	16375	20441	18754	16721	15809	18107	17780	21242	30366	27808	22382	26852	28999		3974	6065	8277	12117	11861	15036	18871	20213	12540	16334	18402	22592	24305	26179	27386	25062	27459	
7407	"Bars, rods and profiles, of copper, n.e.s."	1	0	27	140	122	54	142	217	25	139	322	7	73	263	350	215	233		46889	52092	67168	135065	170183	318913	354249	332309	173592	327765	418053	398679	401589	396188	318087	184534	286003		4072	4417	9030	15818	33434	71331	56760	49353	22580	53091	31200	30566	35320	36069	54927	42806	34217	
3810	"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, ..."	67	41	49	98	172	40	20	68	391	90	213	182	277	104	164	216	237		5894	7799	8337	11409	30872	36668	41227	55899	58845	71968	97562	107444	98502	100014	92974	91662	100519		4598	5957	8452	9087	11383	13270	17481	17330	16073	17914	17654	16412	19111	16622	17621	16426	16621	
8406	"Steam turbines and other vapour turbines; parts thereof"	0	0	0	0	20	0	6	3	435	0	259	2591	10622	3887	870	167	242		34402	46966	29822	37731	76758	77138	43014	118687	153428	171387	154051	255106	217343	102628	164501	126550	198521		166784	200742	47948	26886	57528	17537	36894	47882	265660	137613	86498	155713	490777	143375	200148	276605	154673	
7615	"Table, kitchen or other household articles, sanitary ware, and parts thereof, of aluminium, ..."	3	0	0	8	29	38	36	80	66	101	116	387	2031	5710	3801	234	250		118471	111346	116344	101633	85420	61521	87295	115752	119182	153205	188292	217597	211708	210478	198057	189818	166769		5173	6402	9171	12485	13934	13813	13475	19056	13533	25176	28518	30250	40031	33501	34086	27389	13346	
5601	"Wadding of textile materials and articles thereof; textile fibres with a length of <= 5 mm ..."	0	0	0	0	10	9	84	367	649	626	877	1414	406	192	112	186	266		3629	3668	3751	3484	4486	7529	9957	11317	17059	33250	38186	46283	62039	64756	53936	71212	91835		17157	15620	23655	31499	54934	59003	63297	43236	57928	39695	25920	25091	30239	56824	50331	54526	56093	
6911	"Tableware, kitchenware, other household articles and toilet articles, of porcelain or china ..."	23	72	42	59	60	118	1	87	70	294	465	565	952	1028	815	189	270		10407	12226	10003	14019	18161	18421	16959	17455	13645	12670	14258	14202	14570	16475	13981	13423	15767		8449	11138	19233	24621	44621	90409	121999	123753	91190	127824	146490	135058	147327	201072	200728	130895	121785	
3914	"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms"	0	0	0	0	0	0	10	0	0	11	0	14	9	0	0	83	270		2249	2714	2567	4395	3472	2947	3344	4269	3430	4932	7147	15226	20638	24292	20633	25180	25686		2890	3808	4922	6209	5518	6763	7172	10469	8515	7411	10615	9817	12289	14347	14371	13308	15607	
8486	"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor ..."	0	0	0	0	0	0	161	44	23	114	697	988	388	282	566	1	272		0	0	0	0	0	0	1374889	1312868	982396	2286957	2710793	1857659	3264765	3760385	4555951	4190032	6870934		0	0	0	0	0	0	4361	12491	15702	7167	7595	17404	27766	26519	13480	13096	26893	
9506	"Articles and equipment for general physical exercise, gymnastics, athletics, other sports, ..."	92	378	268	489	442	268	354	104	330	443	321	390	338	465	436	285	285		90226	83074	90676	105762	105096	120141	114227	90559	91785	114886	113978	125448	123043	116754	103606	107231	135066		18095	23928	29721	47869	69381	78306	91560	95679	76985	99845	106760	127814	149153	152682	112442	106938	113241	
9305	"Parts and accessories for weapons and the like of heading 9301 to 9304, n.e.s."	0	0	0	0	0	0	12	35	0	12	3	0	0	13	18	13	290		24497	25824	65351	46641	34893	53062	55927	52470	74604	62066	66435	106310	93345	39611	45455	57544	102421		4090	17104	23756	41668	2106	2105	4348	4103	4255	5342	15177	7690	11866	10924	18477	9759	10787	
3924	"Tableware, kitchenware, other household articles and toilet articles, of plastics (excluding ..."	170	90	175	371	447	436	151	310	152	275	292	179	310	338	88	199	290		55161	61105	70359	86903	90966	96670	99597	108220	89787	97710	108899	112935	118694	127548	138549	137378	151197		6529	8630	12415	18791	27970	34027	49250	59911	51352	66151	90617	81860	91128	93346	80982	68253	60142	
9404	"Mattress supports (excluding spring interiors for seats); articles of bedding and similar furnishing, ..."	3	2	0	19	0	201	41	48	7	56	102	144	49	12	6	541	291		34482	32372	31861	28737	30683	25679	19280	26939	86756	25476	31665	32412	49622	59304	48157	45272	47698		3434	2776	6541	12895	22284	34360	39058	45356	36089	63825	94937	90406	116099	127363	88189	59222	57701	
7604	"Bars, rods and profiles, of aluminium, n.e.s."	4	0	0	0	564	551	297	217	2	82	48	40	210	1405	629	542	292		36036	25033	28870	52382	60980	63406	70864	91909	59635	80022	97715	100988	92152	114918	161282	143125	154474		9570	11111	13261	21281	25612	38655	54775	58253	33417	37895	45195	41513	71358	55141	59857	49295	64156	
3305	"Preparations for use on the hair"	0	0	0	0	0	0	5	66	61	190	84	124	115	155	352	333	299		12902	18053	19136	70093	22751	24653	29303	30567	33338	50086	62826	74120	92962	129560	176232	221416	221918		41018	48144	59177	81316	90915	125710	138746	159282	156974	194081	171443	154638	184822	188884	164798	168656	190646	
4821	"Paper or paperboard labels of all kinds, whether or not printed"	5	25	17	48	105	101	72	32	48	67	51	46	132	160	152	228	305		70153	79264	85145	93306	88462	103774	95208	89895	74227	81887	87863	85290	110861	87016	72156	64772	70023		16572	22988	23716	29568	28598	31143	40445	40429	35663	38848	40356	40387	42673	48910	41765	45125	41850	
8425	"Pulley tackle and hoists (other than skip hoists); winches and capstans; jacks"	15	23	217	518	424	636	359	1379	477	574	515	581	557	719	265	589	311		15771	23707	30610	40788	48183	38977	50314	68934	69338	72415	100501	97958	79287	101858	94733	82223	87352		6551	7879	11880	17766	31839	38098	44136	63958	36044	41767	54972	61361	72428	82565	72268	75476	73670	
6210	"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated; ..."	48	27	62	24	18	42	24	54	32	143	32	252	37	396	269	365	316		28050	24526	22140	14871	8835	3663	2586	3010	2902	6136	4159	7145	5288	5725	4630	2951	4587		3156	1622	2528	4117	4876	6093	9963	11391	27459	49683	152858	172285	211565	214767	310271	425122	132326	
8701	"Tractors (other than tractors of heading 8709)"	0	0	0	4453	833	4129	1820	9443	5926	16430	25057	24075	12836	7165	6409	1772	320		77191	85873	139098	175386	224205	237978	266445	342606	244723	317186	421384	515275	509587	662839	847034	533094	560640		59233	108660	354649	580361	625391	727492	698971	676357	202700	724838	1223230	757190	646331	874958	1039328	681165	593257	
3809	"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ..."	81	53	75	132	225	187	756	432	135	243	312	176	1043	841	820	276	321		22291	28384	33667	45013	48558	58019	61118	59646	60052	71687	97831	91716	144132	136870	130868	94159	103173		39988	55685	70590	81911	87154	90341	99480	98571	70151	82361	86281	85860	90918	86410	69538	60754	65543	
3819	"Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	147	339	311	346	326		798	1934	2223	2518	4116	3807	2070	2686	2725	4439	6191	6102	6190	6840	6624	6224	6976		4955	5197	5627	7062	6394	7736	8927	10830	7746	10200	12837	12018	12837	16501	10725	11600	17261	
7010	"Carboys, bottles, flasks, jars, pots, phials, ampoules and other containers, of glass, of a ..."	132	357	368	257	670	834	514	66	5	89	118	56	37	141	339	297	328		14383	16885	19411	20524	20365	28002	30907	35513	24371	25832	29470	29594	37388	45392	46723	43825	48183		12340	16363	26617	35335	51397	53110	58046	47821	40931	69041	63275	59692	126320	132596	76464	61358	59701	
2923	"Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or ..."	0	0	0	4	0	8	54	415	187	285	608	643	877	1219	1547	967	330		5034	11613	11836	16565	21861	32300	35919	42670	33128	38859	42660	42554	43972	40465	37532	39741	40306		3121	3946	4814	5527	6614	7922	7672	9199	9653	12672	15528	16369	21511	24484	23734	19788	22334	
5210	"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ..."	952	352	618	480	1323	1664	8668	4425	1507	1870	837	1050	240	230	300	318	330		198490	192179	209480	218135	207052	192853	187864	151696	107657	108917	112967	87565	82190	75894	70781	65698	58548		24380	29380	41457	40222	35606	36660	59573	57997	40285	59390	66242	37589	44976	40517	26239	23900	27618	
8101	"Tungsten "wolfram" and articles thereof, n.e.s.; tungsten waste and scrap (excluding ash and ..."	213	231	189	241	287	543	309	508	824	458	574	705	641	103	248	348	332		9945	10132	9681	13195	19959	32680	29462	35351	21255	38208	49984	47128	50879	48167	28894	21043	35896		1214	1482	1178	1823	2041	3035	3981	4254	2862	4684	7232	8145	5419	7008	5769	7014	7252	
2822	"Cobalt oxides and hydroxides; commercial cobalt oxides"	0	0	0	0	0	0	0	0	0	0	28	0	658	806	362	0	334		10377	90	5185	2239	410	87	2119	3472	3232	968	352	6750	207	348	1543	556	7191		944	918	1224	2149	2162	2016	3091	6615	2915	4354	5442	5744	6763	9102	7044	5447	11046	
4012	"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, ..."	104	90	112	310	182	57	131	171	68	46	72	214	786	866	597	273	337		26072	26883	32665	37817	48845	30291	34161	35863	34078	41399	54297	66136	67434	61058	52662	49126	47733		3347	4743	6983	8789	10821	12013	19537	24687	19479	24808	28962	29815	35264	34085	36479	39981	43528	
2712	"Petroleum jelly, paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite ..."	200	256	106	77	122	113	1035	2732	1780	2256	1848	1034	1553	1979	1095	405	341		9227	7919	9559	11082	10345	16294	24034	24663	21079	26816	30477	28812	28321	30540	27038	23083	22282		5660	7140	9610	13159	12355	15665	18831	27355	29322	37556	33467	37238	54336	54508	46864	42554	39780	
9503	"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ..."	6	8	388	61	64	30	80	110	77	54	279	236	234	216	181	247	344		144103	134461	134146	138183	114743	83354	75400	66298	57434	61952	82693	70003	71349	84243	82910	86656	85933		35008	36957	61400	90887	107305	165678	235587	235335	194910	285557	419339	369286	373989	382692	340087	409961	392082	
8539	"Electric filament or discharge lamps, incl. sealed beam lamp units and ultraviolet or infra-red ..."	214	104	237	512	1219	923	1864	1055	493	4742	4804	2237	955	1207	1408	565	353		160664	167645	225958	395934	520917	535580	577121	642940	676059	547155	455715	372842	204729	170361	148679	140780	153028		47601	65273	87181	116470	130145	153674	193815	229858	188506	234065	262975	227644	246969	203900	168973	146206	175916	
8205	"Hand tools, incl. glaziers' diamonds, of base metal, n.e.s.; blowlamps and the like; vices, ..."	154	81	113	271	159	291	267	607	156	292	156	180	204	264	216	230	364		32910	43219	71802	80047	84666	77770	141902	144756	36702	47983	48059	62085	74563	73764	72776	66497	60078		9721	9159	10575	16446	20815	27705	33942	38854	27412	40903	58931	48101	52221	58520	52019	34928	35566	
7609	"Aluminium tube or pipe fittings "e.g., couplings, elbows, sleeves""	1	0	0	0	0	14	95	90	235	1140	1619	2455	1157	1546	691	321	374		1730	1979	5876	7809	10893	11901	9415	9191	9403	21693	23706	16462	17108	21411	23977	26612	27218		643	718	744	1983	2384	2657	7890	5618	4568	6475	8451	8949	9168	10687	9071	7953	10811	
8440	"Bookbinding machinery, incl. book-sewing machines (excluding machinery of heading 8441, general-purpose ..."	13	27	71	64	11	23	121	162	95	200	346	76	84	112	51	158	378		2455	3334	2641	3188	4733	4455	6800	6428	4888	5811	7151	6799	7921	5133	6140	6978	4166		5729	8826	14745	24078	28206	60756	54297	18362	9756	28359	34843	16899	17338	12614	12961	11515	9037	
4911	"Printed matter, incl. printed pictures and photographs, n.e.s."	32	53	86	131	252	184	313	246	158	2008	465	493	787	741	660	338	411		51100	19893	23928	33754	37129	29303	34106	47477	88504	181851	33337	44413	48522	41815	60941	39875	51259		23926	24918	31554	34800	46535	42566	50866	64719	45239	53283	70009	60672	63875	67469	49097	51285	53995	
4005	"Compounded rubber, unvulcanised, in primary forms or in plates, sheets or strip (excluding ..."	0	0	0	0	0	395	368	116	1	32	227	51	59	268	500	251	419		22272	25155	23431	35772	64711	70509	63512	59845	68764	93222	106348	102001	103267	120475	126077	139402	143459		8380	10548	18387	26624	31611	39147	57935	65212	46453	53616	79916	76860	91903	85943	77055	79876	88661	
8426	"Ships' derricks; cranes, incl. cable cranes (excluding wheel-mounted cranes and vehicle cranes ..."	0	0	0	157	0	6	0	49	0	117	338	0	1	405	3143	3845	430		66130	51609	89067	94185	107593	177348	234920	356388	373837	268949	266857	346545	414810	327879	246331	182498	193438		50837	49077	47512	114935	98559	165479	274299	255363	188173	164583	174605	220142	328321	323232	433066	271208	132317	
9403	"Furniture and parts thereof, n.e.s. (excluding seats and medical, surgical, dental or veterinary ..."	4	27	11	207	166	239	172	5	17	74	80	144	563	428	163	346	436		110157	108069	105452	110372	122566	139978	157672	133691	110999	135964	148519	139408	152969	180375	171802	157285	173799		62129	54212	57222	100180	139772	211370	285679	305919	208278	242083	348733	289724	374673	352095	305812	212004	207108	
7315	"Chain and parts thereof, or iron or steel (excluding watch chains, necklace chains and the ..."	7	26	25	217	570	2573	2305	3206	415	863	3311	2867	1502	344	612	415	440		13256	12296	15034	20189	23319	27809	21469	20549	24972	39469	60544	56804	59435	70057	65514	62466	54428		6545	8940	11865	18287	19157	26822	31209	35172	24566	29972	43638	40971	40558	41981	39382	39598	48159	
