Product code	Product label	Turkey's imports from Greece-Value in 2001	Turkey's imports from Greece-Value in 2002	Turkey's imports from Greece-Value in 2003	Turkey's imports from Greece-Value in 2004	Turkey's imports from Greece-Value in 2005	Turkey's imports from Greece-Value in 2006	Turkey's imports from Greece-Value in 2007	Turkey's imports from Greece-Value in 2008	Turkey's imports from Greece-Value in 2009	Turkey's imports from Greece-Value in 2010	Turkey's imports from Greece-Value in 2011	Turkey's imports from Greece-Value in 2012	Turkey's imports from Greece-Value in 2013	Turkey's imports from Greece-Value in 2014	Turkey's imports from Greece-Value in 2015	Turkey's imports from Greece-Value in 2016	Turkey's imports from Greece-Value in 2017	Greece's exports to world- 	Greece's exports to world-Value in 2001	Greece's exports to world-Value in 2002	Greece's exports to world-Value in 2003	Greece's exports to world-Value in 2004	Greece's exports to world-Value in 2005	Greece's exports to world-Value in 2006	Greece's exports to world-Value in 2007	Greece's exports to world-Value in 2008	Greece's exports to world-Value in 2009	Greece's exports to world-Value in 2010	Greece's exports to world-Value in 2011	Greece's exports to world-Value in 2012	Greece's exports to world-Value in 2013	Greece's exports to world-Value in 2014	Greece's exports to world-Value in 2015	Greece's exports to world-Value in 2016	Greece's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
2915	"Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; ..."	18	25	0	0	1	0	73	89	42	0	7	0	0	0	103	91	124		1293	1764	1229	1295	1356	1365	1635	1383	1292	1069	1114	1207	912	925	605	855	860		83664	93653	115144	143808	177232	197975	230614	246691	180353	219275	293539	275589	295376	347329	292357	246999	280387	
9603	"Brooms, brushes, incl. brushes constituting parts of machines, appliances or vehicles, hand-operated ..."	7	6	25	11	5	15	8	43	25	8	20	40	76	136	132	62	126		1416	1390	1461	1675	2591	3069	3218	4361	3196	3609	3426	3100	3163	2971	3119	4096	4992		8020	10134	13542	18118	27102	26958	36884	40328	35658	50306	54530	60387	69602	75220	79825	78363	79554	
4302	"Tanned or dressed furskins, incl. heads, tails, paws and other pieces, scraps and remnants, ..."	296	300	683	615	1239	1913	2468	2435	487	912	879	1354	1657	1991	501	18	128		23523	21174	44414	38994	43240	49903	40935	43821	35940	53767	68340	56637	67893	41988	48186	29994	47033		91818	118146	107752	83586	76224	104426	112109	89772	43114	68010	85196	86218	88483	71148	27226	21063	30627	
0511	"Animal products n.e.s.; dead animals of all types, unfit for human consumption"	0	0	0	0	0	0	27	4	9	20	67	102	89	127	102	40	130		278	80	33	5	24	498	2892	1432	2021	2512	5955	6703	6841	6783	7261	8511	8946		1393	1372	2408	3219	6103	6257	11250	9334	9547	11056	16205	14829	9254	16874	17196	20806	24208	
7602	"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ..."	0	0	0	0	391	0	0	240	0	0	0	0	0	108	370	73	138		10265	13294	12395	17638	20247	39342	30655	27459	18216	50289	51604	33196	27355	23114	17091	12772	18615		9482	7945	15281	14368	24916	22207	43086	34567	18277	39951	47477	35825	35651	57871	66241	63155	124087	
5911	"Textile products and articles, for technical use, specified in Note 7 to chapter 59"	19	13	0	0	8	39	4	0	0	14	0	429	63	33	0	0	148		410	330	293	418	299	698	1041	1241	833	742	763	1265	922	816	2562	2981	2900		13782	18820	24277	30579	38512	40083	49462	45648	35734	42165	47838	47230	50651	54860	51547	54043	58101	
1905	"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ..."	8	0	27	13	0	0	13	0	4	8	363	410	488	73	63	85	148		44915	53847	96365	75852	80750	85632	109778	115925	90070	88069	89195	70309	68632	77052	73531	87717	92931		5757	5909	7231	13468	15440	18745	24265	36591	39198	48554	56400	63101	75091	60175	61465	63257	64569	
9401	"Seats, whether or not convertible into beds, and parts thereof, n.e.s. (excluding medical, ..."	155	317	137	89	242	136	352	304	117	339	70	65	108	113	195	236	150		2549	2468	5022	3582	4912	7631	9792	13146	12020	10586	9446	7068	5640	8562	11196	11569	16168		49818	68456	106624	169693	202992	268434	356109	382573	303823	405370	465425	410228	451414	474932	426783	301892	325505	
6001	"Pile fabrics, incl. "long pile" fabrics and terry fabrics, knitted or crocheted"	1	6	28	40	14	47	78	105	9	7	11	4	10	52	1721	237	151		2929	3610	2787	394	509	521	1224	5523	4202	2817	5653	4305	5289	5407	3349	3231	3197		10391	18618	29362	39330	35717	32138	35811	47366	48028	78946	159394	123210	168664	213834	197711	147784	167590	
2804	"Hydrogen, rare gases and other non-metals"	66	71	11	320	545	489	352	0	0	0	4	113	168	90	130	107	160		322	546	571	840	1839	1363	887	564	413	956	1846	1011	1245	1178	1588	1374	1726		3809	5398	7429	10744	10908	13404	15093	23984	17826	28557	36113	32259	25038	36850	33175	33277	33535	
8443	"Printing machinery used for printing by means of plates, cylinders and other printing components ..."	11	37	3	524	184	0	111	3189	1190	1147	237	49	396	30	93	197	162		2511	4002	11821	3217	4948	7534	14580	20690	24548	26417	30671	31400	17996	35106	62736	74689	60535		90557	110426	178554	261018	315194	321503	811122	777247	529679	702677	832936	753274	824348	841524	681800	628903	585167	
6212	"Brassieres, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof, ..."	56	102	69	28	19	80	85	32	19	102	187	112	32	10	8	129	163		3257	10101	19062	14573	12233	11752	10037	14715	13216	11383	9851	6871	6537	4457	3259	3813	3771		6178	9500	15125	21201	19568	31632	67937	76777	69929	92147	117926	34678	43585	49938	41844	43437	56715	
0910	"Ginger, saffron, turmeric "curcuma", thyme, bay leaves, curry and other spices (excluding pepper ..."	22	0	0	0	0	0	0	0	0	0	0	42	168	0	0	11	167		2857	2479	2570	2470	1847	958	789	2572	3336	1063	1522	1657	1619	2433	2573	4111	5618		780	2055	1228	1026	1895	2094	6767	5120	4259	8005	5869	9297	10636	11660	14348	14494	16112	
9405	"Lamps and lighting fittings, incl. searchlights and spotlights, and parts thereof, n.e.s; illuminated ..."	56	97	49	124	122	150	137	98	306	339	474	298	353	134	192	87	172		18201	18680	21864	21555	26135	33781	44762	53732	38147	37682	45480	83421	40705	52474	43065	51921	60128		38078	45090	61542	87573	115613	174339	252858	302559	199143	304581	402732	360597	496017	572905	507098	358865	315025	
4303	"Articles of apparel, clothing accessories and other furskin articles (excluding gloves made ..."	174	162	888	357	349	341	457	866	462	1105	824	1108	1032	867	459	23	172		201808	173897	261293	249554	264540	312669	316773	359239	205655	255871	297141	301567	293426	264395	139323	116363	153491		1976	1495	4219	3281	7048	6294	5636	10121	7442	11907	16438	17738	21927	23918	8319	5154	5382	
2306	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	628	0	384	266	0	0	0	0	409	32	154	0	10	0	71	174		1665	1121	2463	1360	425	1452	3976	15898	3652	3430	4595	9798	13691	16752	15113	18349	19933		6661	8841	13797	59971	40347	49172	72684	74873	51322	127546	182821	223258	179791	251182	224117	189809	200043	
9026	"Instruments and apparatus for measuring or checking the flow, level, pressure or other variables ..."	93	95	75	8	60	40	44	100	81	78	838	112	153	540	142	129	175		864	1334	2172	2129	2216	3987	3396	3510	3665	3250	3951	2874	3060	4106	3483	3509	4158		30008	37466	48030	59021	78378	89677	113644	133734	108907	135864	182210	182780	208285	211556	226267	235352	247148	
6206	"Women's or girls' blouses, shirts and shirt-blouses (excluding knitted or crocheted and vests)"	114	606	1532	1083	1439	1660	1597	1544	1047	971	732	470	644	521	277	215	177		34546	30806	32972	33325	32970	34214	40702	51886	48009	46662	44080	32770	33155	37762	31342	36962	44175		6039	7278	10349	13416	25150	41203	64248	94466	88738	105931	126935	99097	119413	130979	128632	112284	113121	
8418	"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat ..."	1308	731	2571	4143	4791	4006	4512	7134	6205	4824	5571	2290	3355	1297	557	605	178		75318	99827	128385	153231	182836	254512	239969	211162	121717	121264	137549	96423	69547	43658	44495	48636	48582		108423	82745	106538	151728	172977	262256	333093	405571	278833	351190	465027	436954	520350	451085	425443	410091	407952	
8480	"Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ..."	114	107	115	425	159	507	160	352	41	171	445	696	94	70	170	88	179		2972	10474	16846	7755	6387	9477	7821	11384	12132	9757	5007	6085	6941	5066	5076	5936	4762		129478	193203	189214	184665	287652	279089	278547	313580	275582	194097	265847	337788	395223	364470	274716	311319	281502	
7210	"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled or cold-rolled ..."	2033	2385	2011	950	13507	13981	10530	5718	2361	8545	6284	1138	1059	4862	667	266	180		37897	39275	54111	62780	63124	60274	111918	129641	63263	78543	97360	61665	56690	73701	32621	30378	34695		187323	233513	314778	420915	513847	582250	662014	896759	576642	777504	812672	671902	836631	892962	781408	740702	738681	
8202	"Handsaws, with working parts of base metal (excluding power-operated saws); blades for saws ..."	84	65	280	234	290	143	341	117	37	84	214	103	87	52	70	132	185		975	10438	10121	12246	11614	13436	14099	10979	5144	1337	748	597	554	2077	575	454	399		9944	15790	19960	30324	35615	40669	48975	50568	38690	62311	73225	68091	76707	72920	57490	49970	51798	
2005	"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen ..."	0	0	0	29	4	4	28	0	7	83	39	4	0	0	19	53	193		94207	120956	140910	169521	192702	225242	292721	323174	317614	338919	404430	399768	449014	467121	433467	456993	503035		3204	4234	2172	4275	5286	3989	5603	8827	6717	8605	11531	11640	16411	18825	16470	13928	16717	
6905	"Roofing tiles, chimney pots, cowls, chimney liners, architectural ornaments and other ceramic ..."	4	0	0	0	23	72	35	59	54	77	160	482	1156	745	1070	549	195		5219	4226	5898	6081	6541	7916	7607	9466	7888	7373	7304	6054	6613	5766	6412	6290	6970		51	118	274	600	867	1112	1540	1656	991	787	1148	751	1481	1057	1521	705	473	
6307	"Made-up articles of textile materials, incl. dress patterns, n.e.s."	13	30	92	78	135	195	237	174	60	59	73	66	131	162	189	203	198		767	894	1224	1280	1739	1888	1981	2233	2033	3948	2358	4360	7604	8520	5023	6060	5923		4672	6416	7721	12077	16316	22754	42543	41449	37712	50227	68514	66412	80266	84646	79510	80073	77432	
5804	"Tulles and other net fabrics (excluding woven, knitted or crocheted fabrics); lace in the piece, ..."	216	113	268	105	301	35	36	134	93	117	350	1023	1344	980	343	196	199		3397	2606	3150	3641	3930	3844	4128	4218	3227	4405	5438	5166	5077	5009	3536	3445	3461		2272	3972	4870	4854	8047	8541	6351	6807	4920	5802	8619	8277	9949	12019	8381	7673	4751	
8413	"Pumps for liquids, whether or not fitted with a measuring device (excluding ceramic pumps and ..."	420	405	462	489	583	954	364	138	21	45	266	187	513	126	15	141	200		13303	29274	19087	23786	22257	27287	28027	21510	21923	17255	17575	16376	14665	16204	46406	15664	16150		161666	215639	275663	375431	421154	513470	611304	715898	553150	750269	876009	792653	968562	881495	851527	889133	975186	
7612	"Casks, drums, cans, boxes and similar containers, incl. rigid or collapsible tubular containers, ..."	1	0	57	1194	126	453	138	0	322	5934	795	1853	8168	10556	3148	3393	201		14347	17244	34965	42458	46155	41121	56323	48731	46239	49624	51265	49028	59769	58266	45395	49992	63831		2359	4412	5125	7743	8824	11586	13844	20289	19728	35787	41085	42413	53937	54713	51604	45347	33526	
0710	"Vegetables, uncooked or cooked by steaming or boiling in water, frozen"	0	8	14	40	0	16	0	100	25	20	30	12	49	24	0	75	205		12635	11070	8020	13061	13927	13559	17443	23569	19212	21617	23566	18416	24796	13952	13715	12557	17370		365	897	878	3308	2637	1536	4285	11291	10679	15246	26193	13704	11715	14277	11263	6693	4599	
9018	"Instruments and appliances used in medical, surgical, dental or veterinary sciences, incl. ..."	6	17	24	108	32	84	159	345	365	518	338	521	339	438	656	1327	205		9182	7466	12978	13726	19272	22137	32865	29400	29770	31617	33894	30270	30393	41733	44043	47180	50551		237883	247355	314033	465113	614655	674294	802572	859569	718524	816758	971585	915456	993186	1112584	925433	946463	927466	
3813	"Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	115	206		43	49	37	209	170	392	782	752	662	252	487	60	34	226	82	174	379		1546	1731	1590	3276	3756	4834	4455	5138	4325	3378	5390	6980	6744	6989	6256	6008	4735	
6005	"Warp knit fabrics "incl. those made on galloon knitting machines", of a width of > 30 cm  (excluding ..."	0	387	63	9	20	41	6	37	27	61	83	92	134	32	288	45	209		0	5092	7420	5668	4681	5410	3351	3877	3423	4374	9123	8486	8436	10429	10949	12105	12642		0	12029	17293	25235	31920	43577	41424	34719	37755	47886	73777	39821	61476	50480	71525	121520	146904	
3822	"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ..."	0	0	2	2	74	42	3	0	32	14	16	1	23	69	159	52	210		4177	2566	4916	10206	11460	9602	11528	12171	10047	7063	6832	5462	6517	7686	7025	8653	9922		50939	65197	73474	105997	110976	139186	189361	223938	190391	204966	224536	226499	235595	255168	238745	244166	249749	
8483	"Transmission shafts, incl. camshafts and crankshafts, and cranks; bearing housings and plain ..."	16	31	64	99	134	137	165	184	139	133	178	89	193	404	100	226	215		957	793	2179	2027	2308	2178	3407	4475	13684	11168	6179	3436	3248	4158	3717	3844	3066		82932	119100	155709	218750	257265	319619	406417	541093	452766	532454	618560	568285	639074	655650	627152	642063	704213	
6112	"Track-suits, ski-suits and swimwear, knitted or crocheted"	7	11	34	62	124	56	119	266	367	92	45	20	47	17	33	9	222		36424	52638	57364	34693	32766	30865	24287	33676	16788	15610	16938	9963	10678	12855	8692	9831	11513		2859	1898	3853	7650	6621	8405	11048	16039	17947	24017	29686	24536	28216	30907	28904	31650	29170	
3904	"Polymers of vinyl chloride or of other halogenated olefins, in primary forms"	7038	6957	8242	15590	8530	2509	1524	1201	1247	1170	1096	964	568	179	162	160	224		17277	17530	22802	29530	23505	12122	12420	13317	8380	11256	13306	9765	8163	4998	5189	4486	6667		133601	191847	267526	460939	570347	656451	842116	903835	604853	859942	1068273	917980	1116508	1021656	816485	705396	903420	
0602	"Live plants incl. their roots, cuttings and slips; mushroom spawn (excluding bulbs, tubers, ..."	41	72	350	139	683	1004	1069	1276	865	1498	1740	763	538	330	114	149	228		1706	3143	2583	3767	4306	5874	7029	8128	6006	7493	10767	10348	14507	14481	12225	10340	20042		8980	10885	13975	21262	30664	43739	46468	51538	31412	42958	59620	59216	82203	78447	65804	73287	71935	
5503	"Synthetic staple fibres, not carded, combed or otherwise processed for spinning"	149	9	55	59	0	20	0	0	0	21	20	49	19	20	10	0	230		1520	117	61	132	150	249	1801	6048	1207	6913	5431	6154	6025	4688	3282	5022	3197		85422	128252	161068	170367	190079	219489	260377	251775	191710	265867	341148	322860	353682	390371	376570	351190	422360	
8456	"Machine tools for working any material by removal of material, by laser or other light or photon ..."	0	0	96	28	99	0	0	48	0	11	0	11	0	0	0	0	238		71	111	558	297	215	312	2472	2326	1146	1814	1794	2158	2593	2043	4214	3553	4072		14993	23132	35563	55247	68090	83361	91659	88181	35546	67990	118851	103832	96364	114893	104280	108003	99552	
5111	"Woven fabrics of carded wool or of carded fine animal hair (excluding fabrics for technical ..."	0	54	188	49	161	128	85	39	35	31	40	13	9	4	130	81	239		862	901	2152	1077	1616	2348	1472	1705	1445	567	445	728	338	837	452	386	550		32499	36404	41437	54413	49161	52272	53085	52510	44073	50564	49895	47542	50315	41472	27099	22450	30382	
4818	"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used ..."	265	738	514	1471	4701	1150	2526	918	939	715	729	287	441	343	573	365	244		20134	21949	27093	34893	31083	32930	42472	47921	40807	46443	53461	25655	30683	36481	34587	37174	33073		26394	23589	25639	28307	37131	40216	42664	50614	72790	67500	79322	27999	25787	25698	18533	15973	17186	
6813	"Friction material and articles thereof, e.g., sheets, rolls, strips, segments, discs, washers, ..."	34	0	0	0	0	8	10	74	65	613	754	146	21	0	28	394	258		161	247	345	592	680	955	1331	1476	1504	4009	4384	890	832	1369	1714	2975	2807		7194	11877	18438	24550	26645	32312	42840	44513	37335	46050	58122	36706	35687	33771	34373	32477	34545	
2105	"Ice cream and other edible ice, whether or not containing cocoa"	0	0	0	0	0	0	0	0	0	25	0	0	0	710	4809	381	265		5860	4499	6942	8416	8166	9854	16175	20004	20311	22348	18639	18434	13450	23627	23625	36696	38122		1394	1295	720	1150	1795	4676	5903	7074	954	8421	7834	3680	3216	4984	9047	3311	1880	
3906	"Acrylic polymers, in primary forms"	22	45	48	66	53	26	76	71	125	109	245	143	410	2	39	290	267		1380	1842	2313	1775	1715	1364	2663	5498	3472	2862	2513	1829	1939	1737	1840	2902	3380		60289	84568	119098	159791	188252	220600	253765	275609	232704	305640	367448	374936	447052	451549	370241	301547	363575	
5112	"Woven fabrics of combed wool or of combed fine animal hair (excluding fabrics for technical ..."	0	139	276	264	264	563	634	1648	1701	263	648	176	299	637	433	128	268		5843	6879	6504	7944	7582	6900	10360	12065	5233	2121	1812	997	1128	1003	657	890	1229		54777	70557	98813	156134	153560	141294	161460	162995	101617	110891	145120	115705	91730	95518	87496	70048	74985	
2202	"Waters, incl. mineral waters and aerated waters, containing added sugar or other sweetening ..."	0	0	0	0	0	0	1622	3535	3190	1655	0	0	0	45	56	1995	269		9223	14558	10696	7800	8101	8328	16144	31432	34442	27513	46665	42956	42484	43909	31548	35509	35748		6871	2161	5650	17818	11626	20891	30766	36974	30157	32542	49025	46922	68567	68388	71102	71794	72114	
9306	"Bombs, grenades, torpedos, mines, missiles, cartridges and other ammunition and projectiles ..."	43	150	0	51	74	60	62	0	1317	308	766	492	329	338	94	287	275		3032	512	644	2103	3320	469	4088	1871	5988	4436	16819	18106	24789	16447	13380	8985	13712		130755	108491	66646	83521	12559	15215	20164	21091	19450	21341	30497	48090	42250	45354	82665	30601	94952	
6302	"Bedlinen, table linen, toilet linen and kitchen linen of all types of textile materials (excluding ..."	340	378	933	666	58	229	143	17	107	67	116	28	155	179	97	130	275		50368	49138	62576	59667	55004	45644	51209	48619	40898	22638	20044	16218	18398	23503	20870	21095	18930		3199	2996	5682	9970	14872	21380	22549	24731	21618	34611	59640	24030	26705	29097	23663	16608	16754	
7219	"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ..."	0	0	3	4	0	563	225	2553	639	306	280	28	33	0	155	80	284		4738	6598	10689	14104	10117	14543	11659	10845	7546	5929	6308	4794	4947	4945	4756	4606	5684		102969	165451	248347	376470	471588	541656	819419	767627	511514	783938	925029	798642	999711	1043680	931976	770545	1040624	
3006	"Pharmaceutical preparations and products of subheadings 3006.10.10 to 3006.60.90"	0	6	5	5	111	25	40	62	66	129	214	103	120	126	167	224	298		2521	1441	1821	2031	3996	2653	2651	3571	3022	2376	3326	4994	5513	11311	8128	7998	13282		44875	58658	79020	102433	108454	106939	139175	146967	115924	132140	141272	130512	126403	139185	120164	128314	126983	
7229	"Wire of alloy steel other than stainless, in coils (excluding bars and rods)"	28	0	10	0	0	6	0	0	0	0	0	0	0	0	0	0	298		13	5	7	4	41	7	35	288	98	25	103	50	179	1125	928	502	316		1531	2050	2686	4355	6751	8144	10069	13911	11367	16617	22573	18461	18949	22086	20392	25232	20182	
5607	"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, ..."	197	253	204	357	548	981	923	528	305	178	200	189	107	121	315	132	299		3378	5225	8926	11688	16600	21355	26151	37757	26347	25444	26127	25332	26747	31060	27618	26911	26495		2072	3858	7284	9678	9886	9490	13031	18547	8038	10289	12954	12093	14539	14309	15268	15517	16118	
8212	"Non-electric razors and razor blades of base metal, incl. razor blade blanks in strips"	219	186	84	0	41	254	1190	496	221	6	148	204	308	276	500	251	303		7932	7900	6458	5331	8875	5105	11510	11307	10546	12591	12812	8871	6562	9483	7880	18895	13362		16626	18833	20325	31452	41725	48827	44632	52250	60651	68789	68386	77108	69146	100418	80174	68941	67528	
4803	"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ..."	1804	4209	2662	3707	1323	3789	1292	1032	235	2023	2610	2495	24	310	2982	1337	322		13686	18282	22027	22120	20762	17564	22543	31388	23214	24295	23038	15327	18746	21450	28104	20574	25464		7179	13651	13936	18287	15690	22241	20543	14337	13781	19425	18921	13292	12140	18065	10667	5953	5020	
8502	"Electric generating sets and rotary converters"	0	59	137	521	113	6	7707	4	22696	18763	8110	4	3	586	11	3385	328		6408	5382	7498	2171	6176	5836	14632	23795	17337	60316	18539	34015	32901	22625	14715	29341	9465		109110	127661	76660	119128	180320	172873	285313	870771	914147	1176043	894838	1048532	1247394	861170	932830	1457173	633005	
4410	"Particle board, oriented strand board "OSB" and similar board "e.g. waferboard" of wood or ..."	581	1947	2804	12280	12563	4537	5399	4683	3981	8453	8429	5341	2172	888	287	447	330		14318	17903	23707	37769	35792	25028	26490	24584	17286	21892	28429	37929	22153	16663	9944	9786	9498		7591	12180	25381	54061	56004	44828	52779	59570	59272	86776	89715	111756	110405	78541	80177	55759	61430	
2519	"Natural magnesium carbonate "magnesite"; fused magnesia; dead-burned "sintered" magnesia, whether ..."	15	2	3	11	13	145	173	316	258	250	220	207	324	288	246	283	332		18925	19742	21074	24277	27280	27028	33120	38021	26802	33463	40157	30203	34070	30544	29383	30575	36408		8804	16138	20556	17263	25160	26329	34816	42665	29247	42385	46361	36845	39493	40807	28863	31626	34597	
1107	"Malt, whether or not roasted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	336		303	319	587	372	87	63	50	58	117	205	10	14	18	27	1863	205	434		454	289	236	2410	1701	2794	1087	2246	875	4471	3401	3045	15079	15927	17865	23292	26866	
8545	"Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite ..."	0	0	1	0	0	1	0	10	0	0	0	0	0	0	0	0	338		216	7808	1335	907	734	1236	2931	5812	2532	1041	1701	490	359	290	365	352	2404		52844	60841	74674	88296	90526	120591	168113	186209	144342	172443	210324	213786	192405	164538	119137	110576	225002	
2933	"Heterocyclic compounds with nitrogen hetero-atom[s] only"	4	4	5	18	8	9	14	12	8	11	33	4	1	20	108	124	340		1397	2093	3378	2529	1164	4536	1344	793	2458	2130	3808	4208	5246	2817	3170	4339	2609		242379	273629	323093	424252	460103	481455	474339	522469	401825	433533	417433	325228	355818	425690	382779	408933	452717	
8433	"Harvesting or threshing machinery, incl. straw or fodder balers; grass or hay mowers; machines ..."	3	18	160	96	106	150	287	92	49	63	79	246	427	286	668	359	351		2038	2106	2395	4589	6361	6425	8877	12935	11581	13597	17033	10895	13281	14358	13444	14221	14966		28042	17700	27231	91593	175846	224952	185916	110035	73252	122240	216888	220052	308324	196575	188104	176419	171054	
7324	"Sanitary ware, and parts thereof, of iron or steel (excluding cans, boxes and similar containers ..."	169	57	52	26	796	829	244	126	54	89	216	87	204	171	162	347	354		6493	20627	27857	34818	33080	38328	49060	48262	39872	42367	45963	43291	41665	43545	36669	44279	48336		3006	3180	4523	7774	10338	12591	14139	13520	9958	13802	15425	13126	16448	14983	13038	11739	12257	
8702	"Motor vehicles for the transport of >= 10 persons, incl. driver"	0	0	146	6	0	0	0	0	0	0	0	0	0	0	0	0	355		1225	3451	3100	6581	15780	11490	12909	16144	9956	12419	10704	8334	4415	3988	4386	2981	3027		32279	24877	37386	66688	103390	257924	248608	320658	207086	166638	266514	261081	249108	268831	253092	186208	116557	
3210	"Paints and varnishes, incl. enamels, lacquers and distempers (excluding those based on synthetic ..."	0	8	28	0	0	3	0	107	2	113	98	17	65	107	842	398	355		706	1454	863	949	1088	1145	1053	1106	596	409	421	459	577	444	330	387	573		4475	6235	7194	8837	9956	10537	14473	16391	13482	13663	17264	16726	17141	23273	23783	24195	24782	
5608	"Knotted netting of twine, cordage or rope, by the piece or metre; made-up fishing nets and ..."	51	31	196	250	349	853	2912	1021	712	467	1232	252	583	251	223	154	358		9595	9915	10766	15238	16576	16043	29835	35527	28647	23099	28115	28857	35096	38907	32573	39264	39622		1498	2525	4737	4855	7139	8614	11772	9118	6029	9884	15029	11635	8478	6919	10178	11087	11324	
5208	"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m²"	52	254	410	410	899	854	512	1472	1195	905	997	697	1083	983	583	448	365		5233	8341	10808	12008	15746	15881	17140	22028	17568	13517	10345	7214	6877	6766	5190	4966	5757		83322	188090	269936	341045	393886	418317	505628	478538	397265	554470	586735	350507	388954	339648	237591	174648	206409	
2515	"Marble, travertine, ecaussine and other calcareous monumental or building stone of an apparent ..."	7	11	6	1	7	22	23	31	16	202	20	21	88	22	100	118	365		29930	30616	44670	44354	40597	49761	57878	79514	67450	114309	131425	143130	163342	153283	131662	162519	296698		1020	781	2157	1528	924	1122	1742	1282	416	1134	1055	899	2092	3193	2452	2034	2765	
8525	"Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception ..."	2	52	45	15	3	121	3	0	0	0	130	8	0	0	54	162	375		66924	78337	75422	91962	114835	171032	29507	40998	29759	18725	13284	23958	18261	32199	30742	25263	8678		524699	540423	720444	1210863	1435328	1792171	406822	384899	374584	353458	387023	276029	233808	206186	195684	223043	278141	
8421	"Centrifuges, incl. centrifugal dryers (excluding those for isotope separation); filtering or ..."	52	125	88	72	101	865	915	484	167	273	868	300	140	265	404	371	377		2431	5528	7027	7574	5046	11713	16318	19013	14341	16099	20982	12676	19163	27222	35364	32581	24357		151026	250699	266274	339869	382319	532201	732520	808791	698784	743053	921241	880763	1106874	958780	1012030	1015701	1142297	
3905	"Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers, ..."	186	337	150	195	254	191	238	128	60	73	85	363	561	442	331	330	378		5156	5054	4912	5406	4695	4266	5387	6506	4480	5013	3156	3130	2022	2242	2185	1781	1871		16222	22361	28643	41719	48792	57345	69767	78639	60899	76153	98431	95777	99461	103121	99522	106076	111302	
3211	"Prepared driers"	0	0	0	0	0	0	0	487	1308	699	811	790	553	687	403	275	379		118	109	75	205	198	154	633	1574	1775	1163	1361	1476	1217	1344	1333	991	1424		307	487	129	131	209	317	481	1310	1743	1547	2281	1501	1376	1485	1076	778	839	
3823	"Industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols"	14	8	18	0	74	107	456	2061	2196	4316	4623	2390	338	304	641	562	379		138	306	476	853	646	503	1482	3755	2472	4425	5696	4008	2504	1913	2040	4226	3799		12384	18702	28989	38249	38361	42419	57586	73162	58599	85787	115136	117302	103988	114712	93477	100429	108255	
1806	"Chocolate and other food preparations containing cocoa"	18	0	0	3	8	20	311	661	614	580	932	781	885	876	668	522	384		12593	9702	16590	15210	14471	11948	14635	16352	16264	19492	23411	28399	31400	31805	35560	36876	37557		17230	20274	24060	36137	41544	58484	64349	80343	77269	89227	91693	100653	111379	98108	90108	92729	113354	
4805	"Other paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ..."	243	1283	2243	726	571	117	661	4202	5062	5203	547	508	445	412	84	165	394		3059	3883	6762	5977	6673	5305	6788	6192	7856	8761	8273	6058	6219	7923	5854	5934	5412		31520	55756	94708	113784	131785	192605	248649	212942	170742	257900	308474	258152	284332	279278	209026	204214	236116	
