Product code	Product label	Turkey's imports from China-Value in 2001	Turkey's imports from China-Value in 2002	Turkey's imports from China-Value in 2003	Turkey's imports from China-Value in 2004	Turkey's imports from China-Value in 2005	Turkey's imports from China-Value in 2006	Turkey's imports from China-Value in 2007	Turkey's imports from China-Value in 2008	Turkey's imports from China-Value in 2009	Turkey's imports from China-Value in 2010	Turkey's imports from China-Value in 2011	Turkey's imports from China-Value in 2012	Turkey's imports from China-Value in 2013	Turkey's imports from China-Value in 2014	Turkey's imports from China-Value in 2015	Turkey's imports from China-Value in 2016	Turkey's imports from China-Value in 2017	China's exports to world- 	China's exports to world-Value in 2001	China's exports to world-Value in 2002	China's exports to world-Value in 2003	China's exports to world-Value in 2004	China's exports to world-Value in 2005	China's exports to world-Value in 2006	China's exports to world-Value in 2007	China's exports to world-Value in 2008	China's exports to world-Value in 2009	China's exports to world-Value in 2010	China's exports to world-Value in 2011	China's exports to world-Value in 2012	China's exports to world-Value in 2013	China's exports to world-Value in 2014	China's exports to world-Value in 2015	China's exports to world-Value in 2016	China's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
1803	"Cocoa paste, whether or not defatted"	0	0	0	0	0	0	0	0	33	40	0	0	0	0	0	0	0		310	958	1216	716	127	70	1685	1056	3048	13110	41244	17417	3896	12945	19282	7609	7398		543	1607	3241	4428	4269	4389	4719	4910	8405	10720	24775	24876	57183	76638	82197	71672	64338	
2204	"Wine of fresh grapes, incl. fortified wines; grape must, partly fermented and of an actual ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4765	3697	3295	3547	4726	10604	28511	20146	6814	24417	22284	76815	38562	132061	414771	542397	436089		152	185	160	1550	2634	3238	3132	4561	3197	5610	7076	9281	9646	15528	11386	7024	8093	
2603	"Copper ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0		722	1084	2823	438	169	17	95	7889	107	123	58	657	403	563	18938	3375	105		14680	13479	9348	4588	37067	27340	157	6155	1	362	35	354	230	43	6772	10	98	
2608	"Zinc ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2624	575	0	0	0	0	13	0	3877	0	4681	13887	14276	14387	6364	461	433		125	273	289	143	66	94	57	0	2	21	3	4	61	48	22	23	120	
2611	"Tungsten ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	164	0	0	181	563	196	1175	2527	1860	726	1765	3151	3016	3209	988	842		0	0	0	5	0	0	0	0	0	0	2	15	3	5	0	0	0	
2703	"Peat, incl. peat litter, whether or not agglomerated"	0	0	0	0	0	0	96	438	190	105	407	580	138	346	227	78	0		1155	2837	1708	1614	1707	1827	1966	2125	254	2	4	32	97	140	86	336	636		2362	3147	2886	4353	6211	5889	9263	12282	8171	12747	15395	14429	21320	19887	15209	15201	16873	
2714	"Bitumen and asphalt, natural; bituminous or oil-shale and tar sands; asphaltites and asphaltic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		49	76	37	123	774	408	101	282	1295	1522	1482	4520	13146	5688	2228	2776	1669		145	295	183	227	755	324	353	230	157	249	751	1617	828	401	890	1601	1244	
2802	"Sulphur, sublimed or precipitated; colloidal sulphur"	0	0	0	0	0	0	1	30	6	0	1	1	0	0	0	0	0		796	1391	1559	2395	2778	2499	2860	4157	1354	821	744	232	348	311	236	291	286		55	481	479	146	122	133	235	457	1633	938	358	533	264	179	103	348	1019	
2845	"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not chemically ..."	0	0	0	0	0	0	0	0	0	0	81	214	95	4	0	1	0		1400	2146	1895	2510	2814	3078	5273	5124	2342	5323	7297	5090	4650	5069	4732	9848	8216		78	73	688	410	313	284	476	500	503	607	1940	2025	2501	2794	1887	1461	1760	
3602	"Prepared explosives (excluding propellent powders)"	517	0	0	0	205	146	0	411	402	0	0	0	0	40	275	0	0		16225	17182	14062	19885	19552	22259	23627	22423	35875	24945	23633	21745	31791	20478	16903	12669	7203		1836	849	485	1023	3697	1097	1996	2319	1774	4036	4012	2274	4561	1632	4002	2246	1453	
3825	"Residual products of the chemical or allied industries, n.e.s.; municipal waste; sewage sludge; ..."	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0		0	26	413	874	2503	2025	2421	5301	3059	2699	4946	3278	9733	5602	9488	12934	20858		0	334	1	0	4	1	1	5	37	2	26	0	13	5	0	0	0	
4103	"Other raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, ..."	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2140	1908	1467	1157	1915	2088	98	1139	880	619	469	514	246	998	1960	12	87		4518	10814	11305	6082	5007	7487	10196	7913	4176	5752	11015	13616	13000	10147	3519	3013	2479	
4702	"Chemical wood pulp, dissolving grades"	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0		17	11	1	36	5	12	29	527	12419	277	21647	763	150	11	20	17	37		780	424	648	2756	6481	5058	3599	6147	979	1388	756	747	609	829	798	764	465	
5109	"Yarn of wool or fine animal hair, put up for retail sale"	97	48	6	0	1	1	1	0	0	0	10	33	74	247	225	0	0		23708	27793	20440	48206	48165	51622	25005	26951	22793	25516	33825	46115	51493	49810	29783	25878	30380		283	135	137	89	12	321	693	1308	107	268	326	299	393	825	767	389	312	
5302	"True hemp "Cannabis sativa L.", raw or processed, but not spun; tow and waste of true hemp, ..."	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0		594	338	695	719	517	885	506	519	536	943	670	688	652	861	1029	564	335		1476	1439	0	474	218	585	845	0	104	3	0	1	0	1	5	3	69	
5405	"Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ..."	0	0	0	0	0	11	11	24	7	14	11	44	6	7	0	2	0		35	158	226	578	2129	4263	538	1226	896	1346	1895	2243	2941	4776	2681	2952	2321		8	12	30	35	61	185	146	116	7	75	14	44	6	10	5	26	20	
5406	"Man-made filament yarn, put up for retail sale (excluding sewing thread)"	56	1	0	51	56	50	0	2	0	11	0	0	0	11	4	0	0		1052	1933	2588	5192	9829	11459	11893	10750	13100	22994	38815	47419	45854	39526	42810	48761	62554		97	29	59	167	309	178	161	154	383	173	78	84	153	394	270	60	117	
7803	"Lead bars, rods, profiles and wire, n.e.s."	0	1	1	1	2	5	0	0	0	0	0	0	0	0	0	0	0		1477	7073	2078	2512	1619	2111	0	0	0	0	0	0	0	0	0	0	0		76	286	183	162	375	374	0	0	0	0	0	0	0	0	0	0	0	
7804	"Lead plates, sheets, strip and foil; lead powders and flakes (excluding grains of lead, and ..."	0	0	5	12	25	0	7	0	1	0	0	0	0	10	5	0	0		1325	1026	1426	2739	5121	6429	67869	141698	72561	109512	115687	37143	94568	68653	47763	30083	41843		46	115	155	248	313	475	590	494	182	418	397	520	1514	497	1200	457	317	
8107	"Cadmium and articles thereof, n.e.s.; cadmium waste and scrap (excluding ash and residues containing ..."	0	0	0	0	0	0	0	0	0	0	21	0	19	18	0	0	0		219	197	338	373	1089	258	2780	864	433	1834	729	372	485	658	2940	1104	1938		14	29	39	23	18	47	92	91	77	65	93	49	57	42	145	11	34	
8485	"Machinery parts not specified or included elsewhere in this chapter (excluding parts containing ..."	4	14	31	99	202	425	0	0	0	0	0	0	0	0	0	0	0		52037	57892	92212	124447	126323	182213	0	0	0	0	0	0	0	0	0	0	0		29642	14987	31951	33715	53265	46711	0	0	0	0	0	0	0	0	0	0	0	
8604	"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ..."	0	0	0	0	0	0	0	0	0	0	6667	54	80	215	0	0	0		1364	3901	1820	7122	3094	3445	10798	22263	22686	23500	10947	26916	41803	29040	53793	10774	27283		1394	165	1022	6668	3251	2527	1888	14586	8261	5252	46137	78068	36829	5236	12496	19732	3324	
8710	"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				3311	25225	11704	4686	0	0	0	0	0	0	0	0	0	0	0	0	0	
8904	"Tugs and pusher craft"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		77742	121860	102311	132748	182445	251106	398647	537869	1003708	988494	1179531	1099237	1126870	1293967	805207	459675	452744		11091	30007	1	0	288	2670	0	0	0	10100	1803	15444	18	0	7093	13276	0	
9009	"Photocopying apparatus incorporating an optical system or of the contact type and thermo-copying ..."	2475	7045	14920	37283	44944	56510	0	0	0	0	0	0	0	0	0	0	0		1437667	1516296	1309664	1347501	4041841	6249187	0	0	0	0	0	0	0	0	0	0	0		36394	44464	53103	79882	84424	96447	0	0	0	0	0	0	0	0	0	0	0	
9704	"Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery, stamped paper ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4737	2975	3220	4157	1737	1046	2152	2274	1634	2711	1822	1243	1770	1540	2653	2509	3441		4	0	12	0	3	2	5	2	1	0	1	7	10	183	0	9	10	
0207	"Meat and edible offal of fowls of the species Gallus domesticus, ducks, geese, turkeys and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		596813	400797	319511	144848	194424	167087	261487	323878	335684	427637	524187	502260	515342	576897	607740	535378	557553		183	32	65	14	254	33	97	789	1581	863	1567	1118	940	1119	1933	366	2075	
0308	"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	4	46	26	0		0	0	0	0	0	0	0	0	0	0	0	131068	247996	283690	189962	121947	104869		0	0	0	0	0	0	0	0	0	0	0	94	172	239	178	201	114	
0404	"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		234	223	168	1232	523	468	3940	4839	339	801	1459	1431	3547	64	56	188	381		607	549	604	1632	1583	1538	848	1102	1200	1454	1149	1251	1534	3128	2523	1880	2269	
0405	"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	586	8	28	97	197	13347	17152	5010	9723	11929	8010	2766	9003	3998	3584	7612		2773	4959	8804	10209	14687	12994	19597	28183	35821	49161	52266	64701	88920	99892	72469	45629	46248	
0702	"Tomatoes, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4068	7149	11757	13950	17982	19013	27503	41115	41204	46570	60327	77656	84637	122082	141634	170254	217512		8	29	9	16	31	0	24	89	11	467	616	101	45	61	426	570	450	
0907	"Cloves, whole fruit, cloves and stems"	0	6	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0		7	38	51	55	43	73	57	42	85	89	464	473	290	520	446	894	797		14	178	148	126	121	195	137	99	253	363	406	382	173	571	594	353	726	
0908	"Nutmeg, mace and cardamoms"	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0		2	1	1	1	0	0	1	128	214	361	0	301	1077	803	1251	1297	1175		35	41	44	61	26	36	53	67	82	91	109	140	105	160	588	774	1109	
1004	"Oats"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7	5	68	43	27	53	376	239	96	48	53	14	80	337	83	16	18		13	318	43	2770	789	75	3017	1450	760	0	2815	495	0	27	674	7	36	
1005	"Maize or corn"	0	0	0	0	1	0	0	23	0	0	0	0	1	1	0	0	0		625601	1167261	1766830	324259	1096546	412163	874257	73472	31689	33328	46536	101132	33171	7664	4854	2745	21906		65635	133754	276182	190477	47335	12702	269337	381938	135136	124157	136119	245919	473138	350247	344333	128639	428738	
1101	"Wheat or meslin flour"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		58482	61794	59706	77147	85667	97033	210520	77368	96003	117718	143429	149606	149379	109418	71779	58592	81333		4	1	1	13	24	22	26	4	1382	78	40	97	146	1595	1415	21238	33218	
1508	"Groundnut oil and its fractions, whether or not refined, but not chemically modified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13073	10315	28873	16128	22091	15378	17251	28186	22411	17435	22604	26835	23556	22971	23718	25149	20839		7	14	28	17	15	18	20	13	10	65	77	58	71	64	72	76	52	
1510	"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	4	17	148	52	229	257	140	1	1	1	22	13	13	7	59	6		0	102	0	0	0	0	0	109	13	58	148	1	0	41	37	90	0	
1511	"Palm oil and its fractions, whether or not refined (excluding chemically modified)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		69	3173	10	224	651	457	602	1720	560	1669	1608	1317	2062	1520	1418	5772	15364		80555	103051	157664	182276	205014	255350	263039	462337	264408	318412	453718	439480	499240	491540	418368	406078	435002	
1208	"Flours and meals of oil seeds or oleaginous fruits (excluding mustard)"	0	0	0	35	0	20	0	2	0	0	0	0	0	0	0	0	0		16250	15859	14953	13612	13510	13314	20877	27579	19826	23261	23907	21710	21251	34201	31310	26122	30646		123	27	129	912	950	2531	2957	6502	42343	6888	8065	22042	14921	34566	50967	33379	3093	
1903	"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ..."	0	0	0	0	4	0	0	0	0	0	0	15	0	0	0	0	0		7697	6459	7189	9144	9644	9720	9995	8511	9582	8259	8286	9682	9923	10014	9174	10354	10530		0	1	1	1	5	2	1	5	3	2	0	18	1	2	0	0	0	
2105	"Ice cream and other edible ice, whether or not containing cocoa"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0		3245	6196	9027	14894	15563	16628	22634	16880	16019	23047	27785	31534	26606	13733	15547	32342	47023		1394	1295	720	1150	1795	4676	5903	7074	954	8421	7834	3680	3216	4984	9047	3311	1880	
2208	"Undenatured ethyl alcohol of an alcoholic strength of < 80%; spirits, liqueurs and other spirituous ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		63500	95978	96798	120652	119662	131485	172190	198932	162649	257870	347383	429872	347010	500702	521215	547069	552216		5960	7415	9130	9313	7056	13205	14682	19729	43231	40007	85996	87684	108358	132298	125055	98122	127074	
2301	"Flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other ..."	0	0	0	0	0	0	0	0	24	1724	757	16	180	0	88	0	0		3182	3953	5437	3903	3633	10292	8279	4387	5189	3705	1146	736	301	2461	10354	3731	4219		17971	9325	13036	34196	28436	50741	64519	58800	59201	78871	69232	104726	153240	125191	138736	172508	167212	
2306	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		75323	53192	40217	37124	28550	20136	40145	49719	119864	56964	57568	91222	84281	63255	39754	73242	53296		6661	8841	13797	59971	40347	49172	72684	74873	51322	127546	182821	223258	179791	251182	224117	189809	200043	
2527	"Natural cryolite and natural chiolite"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2604	"Nickel ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		19	0	2	0	0	45	8	4630	2751	0	5	33	6	165	9140	5789	263		0	0	0	0	0	2	1	0	0	1	1	1	1	0	0	3	1	
2607	"Lead ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	909	0	0	0	0		126	2	0	5	1	64	1	0	4	86	54079	0	26194	1679	357	0	161		1	0	8	0	0	0	1	5	0	14	7	0	909	97	221	12	20	
2813	"Sulphides of non-metals; commercial phosphorus trisulphide"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		1232	2355	1527	630	1352	1398	1312	1386	5191	8585	7902	12852	19061	19680	11072	7158	8080		2	10	3	4	6	6	8	14	16	15	27	32	41	43	34	32	60	
3706	"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ..."	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		147	186	80	61	12	174	157	97	278	183	76	296	110	125	139	62	168		1747	2974	3216	6210	8637	7074	8626	9575	8011	5408	6512	4946	3423	185	206	0	1	
4108	"Chamois leather, incl. combination chamois leather(excluding glace-tanned leather subsequently ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110	"Parings and other waste of leather, parchment-dressed leather or composition leather, not suitable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4111	"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ..."	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5904	"Linoleum, whether or not cut to shape; floor coverings consisting of a coating or covering ..."	0	0	0	0	1	481	127	36	0	29	0	0	0	1	0	0	0		4862	3676	269	306	920	744	1777	12759	33885	25663	35569	27583	33744	23092	16845	17202	17660		182	431	241	359	345	746	408	708	645	1194	334	1127	1682	863	715	912	1050	
7012	"Glass inners for vacuum flasks or for other vacuum vessels"	65	112	96	115	33	17	0	0	0	0	0	0	0	0	0	0	0		12810	13026	11031	12541	14316	14128	0	0	0	0	0	0	0	0	0	0	0		72	129	106	124	72	23	0	0	0	0	0	0	0	0	0	0	0	
7503	"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		805	1334	1561	2176	5049	5957	2470	280	80	233	370	1687	1796	2849	2325	1399	3547		0	0	0	0	0	0	0	0	1	37	66	14	0	0	95	135	298	
8002	"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7	2	5	0	110	387	156	0	0	0	0	0	0	0	0	0	0		0	0	0	3	20	6	0	22	0	0	0	6	8	0	0	32	33	
8005	"Tin foil of a thickness "without any backing" <= 0,2 mm, whether or not printed or backed with ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		868	908	715	1215	1747	4176	0	0	0	0	0	0	0	0	0	0	0		8	5	29	126	66	122	0	0	0	0	0	0	0	0	0	0	0	
9302	"Revolvers and pistols (excluding those of heading 9303 or 9304 and sub-machine guns for military ..."	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0																				1992	5912	845	3256	3101	1675	5776	5199	1807	1936	3204	5948	8024	7486	2380	5633	500	
9502	"Dolls representing only human beings"	3490	3588	6802	11811	13942	15747	0	0	0	0	0	0	0	0	0	0	0		489725	463271	459395	456983	420815	499424	0	0	0	0	0	0	0	0	0	0	0		4013	3977	7238	13115	15560	16821	0	0	0	0	0	0	0	0	0	0	0	
0202	"Meat of bovine animals, frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		31046	16962	13598	22943	22259	32597	45227	59529	38906	75658	92145	66028	40420	57857	44721	40259	7833		0	0	0	74	0	0	0	0	0	19004	2754	5762	3966	0	49824	0	39594	
0209	"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	90	537	2919	362	579	1952	3257	1665	939	1	48	56	2302	496	0	353		0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	
0210	"Meat and edible offal, salted, in brine, dried or smoked; edible flours and meals of meat or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9882	8497	6989	6206	6423	5484	3668	4127	4035	3628	4419	6295	7223	7499	6196	4776	3630		16	10	49	7	16	0	0	0	0	0	0	68	2	0	0	0	0	
0305	"Fish, fit for human consumption, dried, salted or in brine; smoked fish, fit for human consumption, ..."	0	0	0	0	0	5	22	0	4	26	4	0	5	0	3	4	0		101147	131574	156113	185647	206753	223226	238622	279890	285362	352372	393561	450896	472218	494956	470713	485959	510816		275	335	255	618	822	1174	1363	1791	959	1336	751	601	423	389	655	544	579	
0402	"Milk and cream, concentrated or containing added sugar or other sweetening matter"	0	0	0	0	0	0	2909	1425	0	0	0	0	0	0	0	0	0		18948	31959	25801	32701	55905	67190	192281	248403	36571	15332	43103	47037	25695	38453	15404	21171	14257		5683	8733	20660	25229	23049	38724	51663	63994	42403	37869	8388	269	230	457	517	639	539	
0403	"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		62	111	389	651	698	816	1822	1725	1150	1144	792	497	502	609	569	1347	3708		55	338	414	502	435	21	76	187	98	253	148	270	599	3064	985	123	303	
0506	"Bones and horn-cores and their powder and waste, unworked, defatted, simply prepared, treated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9780	885	651	811	511	475	264	105	110	245	235	104	16	10	0	1	1		1	0	0	0	0	0	6	0	1	48	20	9	0	9	0	0	2	
0507	"Ivory, tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and ..."	0	0	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0		1165	6259	744	8389	6605	5379	5814	6887	9045	6354	8225	8576	9187	17240	14736	14381	16790		0	3	0	0	1	0	18	1	4	17	26	24	62	33	0	11	28	
0707	"Cucumbers and gherkins, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2013	2298	4074	2322	3431	3938	7507	10300	12873	17139	22963	26926	26387	32243	33935	35272	46576		6	0	0	18	1	1	16	4	0	0	0	15	0	0	180	534	1	
0804	"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried"	0	0	0	26	0	0	4	0	15	125	0	3	288	4	0	14	0		917	1173	2894	2914	4323	4298	4296	1674	3643	3901	5358	5367	9328	10784	30301	61156	77620		4108	5194	3565	3904	6515	8285	11748	19848	19899	20950	27283	22907	25255	28580	30923	45874	62649	
1007	"Grain sorghum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2672	3096	13389	21230	5619	6545	49132	31279	11470	16476	26400	16485	9220	5831	4523	13144	19112		28	0	0	1	0	0	28	54	9	18	2936	278	26	102	74	0	0	
1107	"Malt, whether or not roasted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		885	738	892	2826	9997	9326	82116	203015	142638	116078	100923	164925	160059	172821	158452	159375	156659		454	289	236	2410	1701	2794	1087	2246	875	4471	3401	3045	15079	15927	17865	23292	26866	
2206	"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ..."	0	0	0	0	0	0	3	3	0	10	7	0	0	0	0	0	0		26254	27240	27195	33883	36091	32849	32140	32996	33096	31500	34050	33900	30914	30165	28282	30272	33446		0	0	2	9	17	2	10	6	0	168	557	974	1277	1757	1699	1524	160	
2304	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	46	483	254	79	58	68	653	0	0	0	0		61768	193363	171552	208870	150678	99521	249448	272500	505940	426519	193714	670802	628890	1181390	770999	796159	435704		84251	78913	101650	144863	134366	63853	98175	158425	152392	168923	243029	531424	627954	346499	195513	254558	281252	
2503	"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)"	0	0	0	0	83	104	27	35	55	0	0	0	1	0	2	0	0		593	322	759	1053	1763	2796	813	23621	9564	5399	2190	841	608	597	1212	789	700		5296	6385	10306	10202	13511	15152	14544	52142	8106	15024	30790	28503	17903	22469	27298	26958	32497	
2518	"Dolomite, whether or not calcined or sintered, incl. dolomite roughly trimmed or merely cut, ..."	0	0	0	0	45	119	36	0	0	0	18	0	62	14	0	0	0		9757	12446	12889	13777	17825	19503	16705	19748	9587	15361	27933	38630	37182	106295	146463	58419	37113		532	1007	1707	2315	3070	1604	1253	1455	1707	1941	1974	1574	1433	1489	1175	1209	1463	
2605	"Cobalt ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	3	781	3	0	366	0	0	8	0	0	0	135		28	30	0	0	0	0	0	0	0	0	0	0	0	2	0	0	65	
2618	"Granulated slag "slag sand" from the manufacture of iron or steel"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		347	139	506	253	442	1914	4693	9154	20406	2047	720	4690	24523	13622	10872	41861	47296		448	1254	430	0	16	0	3	0	0	0	0	0	0	0	0	0	0	
2621	"Slag and ash, incl. seaweed ash "kelp"; ash and residues from the incineration of municipal ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4209	14128	16499	10426	10514	19435	36018	51216	47427	47047	45756	59140	113755	92828	100850	74913	115853		0	5	33	581	153	10	33	18	13	27	14	0	34	44	509	1029	555	
2708	"Pitch and pitch coke, obtained from coal tar or from other mineral tars"	1478	212	0	0	0	0	0	0	1	0	0	12	0	0	13	0	0		9514	10926	17818	22029	46308	105189	125298	157777	134596	164907	263934	336880	254953	222979	206725	183815	323917		4104	1933	3180	3260	4459	1367	6979	3511	2092	6154	4298	5960	4931	995	679	1476	1071	
1403	"Vegetable materials, such as broom-corn, piassava, couch-grass and istle, of a kind used primarily ..."	0	5	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0		571	499	184	177	110	205	0	0	0	0	0	0	0	0	0	0	0		53	95	711	776	269	458	0	0	0	0	0	0	0	0	0	0	0	
